날짜,매체명,상품명,소재명,노출수(열람수),클릭수,발송수,비용,인타입,비고
2026-05-14,가스락,홈 참여형 리스트 배너,소재 A,372342,172,0,99000,A_gasB502,
2026-05-14,가스락,홈 토스트 배너,소재 A,33470,299,0,123000,A_gasB501,
2026-05-14,카카오페이,혜택A,소재 A,877411,273217,0,1228000,A_kpaB501,NEW실비보험 출시!\n보험료 부담해소OK!
2026-05-15,KT PASS,PUSH,소재 A,52005,41,0,470000,A_pasB501,
2026-05-15,KT PASS,하단배너,소재 A,308,6,0,18000,A_pasB502,
2026-05-15,T멤버십,PUSH,소재 A,0,3199,300000,1944000,A_sktB501,5세대 실비 출시! 역대급 보험료 인하 예고!!
2026-05-15,T멤버십,미션탭,소재 A,158967,106,0,159000,A_sktB502,
2026-05-15,가스락,내 정보 배너,소재 A,21984,9,0,37000,A_gasB508,
2026-05-15,가스락,서브 참여형 리스트 배너,소재 A,5125,15,0,46000,A_gasB505,
2026-05-15,가스락,서브 텍스트 배너,소재 A,23262,215,0,74000,A_gasB503,
2026-05-15,가스락,홈 이벤트 배너,소재 A,0,0,0,0,A_gasB509,
2026-05-15,가스락,홈 중앙 배너,소재 A,0,0,0,0,A_gasB506,
2026-05-15,가스락,홈 참여형 리스트 배너,소재 A,372189,174,0,99000,A_gasB502,
2026-05-15,가스락,홈 토스트 배너,소재 A,29259,336,0,108000,A_gasB501,
2026-05-15,카카오페이,TMS,소재 B,88995,1376,149945,8749000,A_kpaB522,기본 텍스트형_발송당일
2026-05-15,카카오페이,혜택A,소재 A,800439,259955,0,1120000,A_kpaB501,NEW실비보험 출시!\n보험료 부담해소OK!
2026-05-16,KT PASS,PUSH,소재 A,16694,19,0,151000,A_pasB501,
2026-05-16,KT PASS,하단배너,소재 A,147,3,0,8000,A_pasB502,
2026-05-16,T멤버십,PUSH,소재 A,0,0,0,0,A_sktB501,5세대 실비 출시! 역대급 보험료 인하 예고!!
2026-05-16,T멤버십,미션탭,소재 A,158972,98,0,159000,A_sktB502,
2026-05-16,가스락,내 정보 배너,소재 A,18024,13,0,30000,A_gasB508,
2026-05-16,가스락,서브 참여형 리스트 배너,소재 A,4534,22,0,41000,A_gasB505,
2026-05-16,가스락,서브 텍스트 배너,소재 A,38843,351,0,123000,A_gasB503,
2026-05-16,가스락,홈 이벤트 배너,소재 A,0,0,0,0,A_gasB509,
2026-05-16,가스락,홈 중앙 배너,소재 A,0,0,0,0,A_gasB506,
2026-05-16,가스락,홈 참여형 리스트 배너,소재 A,420724,214,0,112000,A_gasB502,
2026-05-16,가스락,홈 토스트 배너,소재 A,31269,349,0,115000,A_gasB501,
2026-05-16,카카오페이,혜택A,소재 A,774907,258554,0,1084000,A_kpaB501,NEW실비보험 출시!\n보험료 부담해소OK!
2026-05-17,KT PASS,PUSH,소재 A,12098,15,0,109000,A_pasB501,
2026-05-17,KT PASS,하단배너,소재 A,154,1,0,9000,A_pasB502,
2026-05-17,T멤버십,PUSH,소재 A,0,0,0,0,A_sktB501,5세대 실비 출시! 역대급 보험료 인하 예고!!
2026-05-17,T멤버십,미션탭,소재 A,158965,97,0,159000,A_sktB502,
2026-05-17,가스락,내 정보 배너,소재 A,13044,3,0,22000,A_gasB508,
2026-05-17,가스락,서브 참여형 리스트 배너,소재 A,4296,12,0,38000,A_gasB505,
2026-05-17,가스락,서브 텍스트 배너,소재 A,22252,228,0,71000,A_gasB503,
2026-05-17,가스락,홈 이벤트 배너,소재 A,0,0,0,0,A_gasB509,
2026-05-17,가스락,홈 중앙 배너,소재 A,0,0,0,0,A_gasB506,
2026-05-17,가스락,홈 참여형 리스트 배너,소재 A,354765,176,0,94000,A_gasB502,
2026-05-17,가스락,홈 토스트 배너,소재 A,21464,247,0,79000,A_gasB501,
2026-05-17,카카오페이,혜택A,소재 A,854776,265499,0,1196000,A_kpaB501,NEW실비보험 출시!\n보험료 부담해소OK!
2026-05-18,KT PASS,PUSH,소재 A,22867,16,0,207000,A_pasB501,
2026-05-18,KT PASS,하단배너,소재 A,198,3,0,11000,A_pasB502,
2026-05-18,T멤버십,PUSH,소재 A,0,3078,300000,1944000,A_sktB501,5세대 실비 출시! 역대급 보험료 인하 예고!!
2026-05-18,T멤버십,미션탭,소재 A,158702,95,0,159000,A_sktB502,
2026-05-18,가스락,내 정보 배너,소재 A,26814,5,0,45000,A_gasB508,
2026-05-18,가스락,서브 참여형 리스트 배너,소재 A,5829,15,0,52000,A_gasB505,
2026-05-18,가스락,서브 텍스트 배너,소재 A,38354,342,0,122000,A_gasB503,
2026-05-18,가스락,홈 이벤트 배너,소재 A,0,0,0,0,A_gasB509,
2026-05-18,가스락,홈 중앙 배너,소재 A,0,0,0,0,A_gasB506,
2026-05-18,가스락,홈 참여형 리스트 배너,소재 A,565881,283,0,150000,A_gasB502,
2026-05-18,가스락,홈 토스트 배너,소재 A,40884,464,0,151000,A_gasB501,
2026-05-18,카카오페이,혜택A,소재 B,743903,264937,0,1041000,A_kpaB511,월 납 보험료 줄이고\n유지·부담 낮춘 실비
2026-05-19,KT PASS,PUSH,소재 A,43629,37,0,394000,A_pasB501,
2026-05-19,KT PASS,하단배너,소재 A,266,3,0,15000,A_pasB502,
2026-05-19,T멤버십,PUSH,소재 A,0,3036,300000,1944000,A_sktB501,5세대 실비 출시! 역대급 보험료 인하 예고!!
2026-05-19,T멤버십,미션탭,소재 A,158685,102,0,159000,A_sktB502,
2026-05-19,가스락,내 정보 배너,소재 A,24657,5,0,41000,A_gasB508,
2026-05-19,가스락,서브 참여형 리스트 배너,소재 A,5208,20,0,47000,A_gasB505,
2026-05-19,가스락,서브 텍스트 배너,소재 A,48581,388,0,154000,A_gasB503,
2026-05-19,가스락,홈 이벤트 배너,소재 A,0,0,0,0,A_gasB509,
2026-05-19,가스락,홈 중앙 배너,소재 A,0,0,0,0,A_gasB506,
2026-05-19,가스락,홈 참여형 리스트 배너,소재 A,614765,257,0,163000,A_gasB502,
2026-05-19,가스락,홈 토스트 배너,소재 A,47592,418,0,175000,A_gasB501,
2026-05-19,카카오페이,TMS,소재 C,88209,993,149964,8750000,A_kpaB523,기본 텍스트형_발송당일
2026-05-19,카카오페이,혜택A,소재 B,724245,262902,0,1013000,A_kpaB511,월 납 보험료 줄이고\n유지·부담 낮춘 실비
2026-05-20,KT PASS,PUSH,소재 A,50108,39,0,453000,A_pasB501,
2026-05-20,KT PASS,하단배너,소재 A,274,4,0,16000,A_pasB502,
2026-05-20,T멤버십,PUSH,소재 A,0,3284,300000,1944000,A_sktB501,5세대 실비 출시! 역대급 보험료 인하 예고!!
2026-05-20,T멤버십,미션탭,소재 A,158685,102,0,159000,A_sktB502,
2026-05-20,가스락,내 정보 배너,소재 A,27776,6,0,46000,A_gasB508,
2026-05-20,가스락,서브 참여형 리스트 배너,소재 A,5761,20,0,52000,A_gasB505,
2026-05-20,가스락,서브 텍스트 배너,소재 A,42006,339,0,133000,A_gasB503,
2026-05-20,가스락,홈 이벤트 배너,소재 A,0,0,0,0,A_gasB509,
2026-05-20,가스락,홈 중앙 배너,소재 A,0,0,0,0,A_gasB506,
2026-05-20,가스락,홈 참여형 리스트 배너,소재 A,569023,287,0,151000,A_gasB502,
2026-05-20,가스락,홈 토스트 배너,소재 A,41846,379,0,154000,A_gasB501,
2026-05-20,카카오페이,혜택A,소재 B,710163,262080,0,994000,A_kpaB511,월 납 보험료 줄이고\n유지·부담 낮춘 실비
2026-05-21,KT PASS,PUSH,소재 A,47807,43,0,432000,A_pasB501,
2026-05-21,KT PASS,하단배너,소재 A,406,4,0,23000,A_pasB502,
2026-05-21,T멤버십,PUSH,소재 A,0,3098,300000,1944000,A_sktB501,5세대 실비 출시! 역대급 보험료 인하 예고!!
2026-05-21,T멤버십,미션탭,소재 A,158693,100,0,159000,A_sktB502,
2026-05-21,가스락,내 정보 배너,소재 A,24056,6,0,40000,A_gasB508,
2026-05-21,가스락,서브 참여형 리스트 배너,소재 A,5063,23,0,45000,A_gasB505,
2026-05-21,가스락,서브 텍스트 배너,소재 A,22508,277,0,71000,A_gasB503,
2026-05-21,가스락,홈 이벤트 배너,소재 A,0,0,0,0,A_gasB509,
2026-05-21,가스락,홈 중앙 배너,소재 A,94684,60,0,0,A_gasB506,
2026-05-21,가스락,홈 참여형 리스트 배너,소재 A,435179,179,0,115000,A_gasB502,
2026-05-21,가스락,홈 토스트 배너,소재 A,24560,293,0,90000,A_gasB501,
2026-05-21,카카오페이,TMS,소재 C,88761,1301,149946,8749000,A_kpaB523,기본 텍스트형_발송당일
2026-05-21,카카오페이,혜택A,소재 B,699276,261219,0,979000,A_kpaB511,월 납 보험료 줄이고\n유지·부담 낮춘 실비
2026-05-22,KT PASS,PUSH,소재 A,47528,42,0,429000,A_pasB501,
2026-05-22,KT PASS,하단배너,소재 A,335,4,0,19000,A_pasB502,
2026-05-22,T멤버십,PUSH,소재 A,0,3320,300000,1944000,A_sktB501,5세대 실비 출시! 역대급 보험료 인하 예고!!
2026-05-22,T멤버십,미션탭,소재 A,158646,111,0,159000,A_sktB502,
2026-05-22,가스락,내 정보 배너,소재 A,22572,5,0,37000,A_gasB508,
2026-05-22,가스락,서브 참여형 리스트 배너,소재 A,4491,10,0,40000,A_gasB505,
2026-05-22,가스락,서브 텍스트 배너,소재 A,21025,165,0,67000,A_gasB503,
2026-05-22,가스락,홈 이벤트 배너,소재 A,87578,11,0,0,A_gasB509,
2026-05-22,가스락,홈 중앙 배너,소재 A,158439,104,0,0,A_gasB506,
2026-05-22,가스락,홈 참여형 리스트 배너,소재 A,416883,152,0,110000,A_gasB502,
2026-05-22,가스락,홈 토스트 배너,소재 A,24264,263,0,89000,A_gasB501,
2026-05-22,카카오페이,혜택A,소재 B,712757,255857,0,997000,A_kpaB511,월 납 보험료 줄이고\n유지·부담 낮춘 실비
2026-05-23,KT PASS,PUSH,소재 A,15523,15,0,140000,A_pasB501,
2026-05-23,KT PASS,하단배너,소재 A,135,1,0,8000,A_pasB502,
2026-05-23,T멤버십,PUSH,소재 A,0,0,0,0,A_sktB501,5세대 실비 출시! 역대급 보험료 인하 예고!!
2026-05-23,T멤버십,미션탭,소재 A,158630,103,0,159000,A_sktB502,
2026-05-23,가스락,내 정보 배너,소재 A,12785,4,0,21000,A_gasB508,
2026-05-23,가스락,서브 참여형 리스트 배너,소재 A,4263,13,0,38000,A_gasB505,
2026-05-23,가스락,서브 텍스트 배너,소재 A,12550,112,0,40000,A_gasB503,
2026-05-23,가스락,홈 이벤트 배너,소재 A,152396,17,0,0,A_gasB509,
2026-05-23,가스락,홈 중앙 배너,소재 A,136394,73,0,0,A_gasB506,
2026-05-23,가스락,홈 참여형 리스트 배너,소재 A,336930,132,0,89000,A_gasB502,
2026-05-23,가스락,홈 토스트 배너,소재 A,16196,230,0,60000,A_gasB501,
2026-05-23,카카오페이,혜택A,소재 C,632056,255408,0,884000,A_kpaB512,실비 보험료 부담\n줄이고 싶다면?
2026-05-24,KT PASS,PUSH,소재 A,11085,11,0,100000,A_pasB501,
2026-05-24,KT PASS,하단배너,소재 A,125,3,0,7000,A_pasB502,
2026-05-24,T멤버십,PUSH,소재 A,0,0,0,0,A_sktB501,5세대 실비 출시! 역대급 보험료 인하 예고!!
2026-05-24,T멤버십,미션탭,소재 A,158654,86,0,159000,A_sktB502,
2026-05-24,가스락,내 정보 배너,소재 A,11647,3,0,19000,A_gasB508,
2026-05-24,가스락,서브 참여형 리스트 배너,소재 A,4317,24,0,39000,A_gasB505,
2026-05-24,가스락,서브 텍스트 배너,소재 A,11307,115,0,36000,A_gasB503,
2026-05-24,가스락,홈 이벤트 배너,소재 A,147925,17,0,0,A_gasB509,
2026-05-24,가스락,홈 중앙 배너,소재 A,126020,73,0,0,A_gasB506,
2026-05-24,가스락,홈 참여형 리스트 배너,소재 A,325134,110,0,86000,A_gasB502,
2026-05-24,가스락,홈 토스트 배너,소재 A,15137,183,0,56000,A_gasB501,
2026-05-24,카카오페이,혜택A,소재 C,643888,258116,0,901000,A_kpaB512,실비 보험료 부담\n줄이고 싶다면?
2026-05-25,KT PASS,PUSH,소재 A,13600,20,0,123000,A_pasB501,
2026-05-25,KT PASS,하단배너,소재 A,194,3,0,11000,A_pasB502,
2026-05-25,T멤버십,PUSH,소재 A,0,0,0,0,A_sktB501,5세대 실비 출시! 역대급 보험료 인하 예고!!
2026-05-25,T멤버십,미션탭,소재 A,158659,101,0,159000,A_sktB502,
2026-05-25,가스락,내 정보 배너,소재 A,14961,7,0,25000,A_gasB508,
2026-05-25,가스락,서브 참여형 리스트 배너,소재 A,4377,16,0,39000,A_gasB505,
2026-05-25,가스락,서브 텍스트 배너,소재 A,15603,157,0,50000,A_gasB503,
2026-05-25,가스락,홈 이벤트 배너,소재 A,166640,16,0,0,A_gasB509,
2026-05-25,가스락,홈 중앙 배너,소재 A,155436,78,0,0,A_gasB506,
2026-05-25,가스락,홈 참여형 리스트 배너,소재 A,416884,164,0,110000,A_gasB502,
2026-05-25,가스락,홈 토스트 배너,소재 A,28017,351,0,103000,A_gasB501,
2026-05-25,카카오페이,혜택A,소재 C,861182,268816,0,1205000,A_kpaB512,실비 보험료 부담\n줄이고 싶다면?
2026-05-26,KT PASS,PUSH,소재 A,52643,31,0,476000,A_pasB501,
2026-05-26,KT PASS,하단배너,소재 A,214,2,0,12000,A_pasB502,
2026-05-26,T멤버십,PUSH,소재 B,0,3349,300000,1944000,A_sktB511,"(광고) 5세대 실비 출시 기념, 역대급 혜택 오픈!"
2026-05-26,T멤버십,미션탭,소재 A,158642,122,0,159000,A_sktB502,
2026-05-26,가스락,내 정보 배너,소재 A,25457,7,0,42000,A_gasB508,
2026-05-26,가스락,서브 참여형 리스트 배너,소재 A,4970,10,0,44000,A_gasB505,
2026-05-26,가스락,서브 텍스트 배너,소재 A,38609,293,0,123000,A_gasB503,
2026-05-26,가스락,홈 이벤트 배너,소재 A,191239,20,0,0,A_gasB509,
2026-05-26,가스락,홈 중앙 배너,소재 A,176971,87,0,0,A_gasB506,
2026-05-26,가스락,홈 참여형 리스트 배너,소재 A,476727,175,0,126000,A_gasB502,
2026-05-26,가스락,홈 토스트 배너,소재 A,35680,434,0,131000,A_gasB501,
2026-05-26,카카오페이,TMS,소재 D,86876,1303,149936,8748000,A_kpaB524,기본 텍스트형_발송당일
2026-05-26,카카오페이,혜택A,소재 C,776511,265381,0,1087000,A_kpaB512,실비 보험료 부담\n줄이고 싶다면?
2026-05-27,KT PASS,PUSH,소재 A,55675,30,0,503000,A_pasB501,
2026-05-27,KT PASS,하단배너,소재 A,264,6,0,15000,A_pasB502,
2026-05-27,T멤버십,PUSH,소재 B,0,3456,300000,1944000,A_sktB511,"(광고) 5세대 실비 출시 기념, 역대급 혜택 오픈!"
2026-05-27,T멤버십,미션탭,소재 A,157169,89,0,157000,A_sktB502,
2026-05-27,가스락,내 정보 배너,소재 A,23599,11,0,39000,A_gasB508,
2026-05-27,가스락,서브 참여형 리스트 배너,소재 A,4754,20,0,43000,A_gasB505,
2026-05-27,가스락,서브 텍스트 배너,소재 A,33372,273,0,106000,A_gasB503,
2026-05-27,가스락,홈 이벤트 배너,소재 A,180711,16,0,0,A_gasB509,
2026-05-27,가스락,홈 중앙 배너,소재 A,166004,105,0,0,A_gasB506,
2026-05-27,가스락,홈 참여형 리스트 배너,소재 A,466025,181,0,124000,A_gasB502,
2026-05-27,가스락,홈 토스트 배너,소재 A,41228,482,0,152000,A_gasB501,
2026-05-27,카카오페이,혜택A,소재 C,751385,258743,0,1051000,A_kpaB512,실비 보험료 부담\n줄이고 싶다면?
2026-05-28,KT PASS,PUSH,소재 A,56101,39,0,507000,A_pasB501,
2026-05-28,KT PASS,하단배너,소재 A,437,6,0,25000,A_pasB502,
2026-05-28,T멤버십,PUSH,소재 B,0,3155,300000,1944000,A_sktB511,"(광고) 5세대 실비 출시 기념, 역대급 혜택 오픈!"
2026-05-28,T멤버십,미션탭,소재 A,156878,105,0,157000,A_sktB502,
2026-05-28,가스락,내 정보 배너,소재 A,23819,10,0,40000,A_gasB508,
2026-05-28,가스락,서브 참여형 리스트 배너,소재 A,5447,15,0,49000,A_gasB505,
2026-05-28,가스락,서브 텍스트 배너,소재 A,32090,242,0,102000,A_gasB503,
2026-05-28,가스락,홈 이벤트 배너,소재 A,176303,16,0,0,A_gasB509,
2026-05-28,가스락,홈 중앙 배너,소재 A,161824,123,0,0,A_gasB506,
2026-05-28,가스락,홈 참여형 리스트 배너,소재 A,454070,174,0,120000,A_gasB502,
2026-05-28,가스락,홈 토스트 배너,소재 A,39832,409,0,147000,A_gasB501,
2026-05-28,카카오페이,TMS,소재 D,85876,1206,149967,8750000,A_kpaB524,기본 텍스트형_발송당일
2026-05-28,카카오페이,혜택A,소재 C,755657,259575,0,1057000,A_kpaB512,실비 보험료 부담\n줄이고 싶다면?
2026-05-29,KT PASS,PUSH,소재 A,59630,27,0,539000,A_pasB501,
2026-05-29,KT PASS,하단배너,소재 A,384,4,0,22000,A_pasB502,
2026-05-29,T멤버십,PUSH,소재 B,0,3067,300000,1944000,A_sktB511,"(광고) 5세대 실비 출시 기념, 역대급 혜택 오픈!"
2026-05-29,T멤버십,미션탭,소재 A,156471,105,0,156000,A_sktB502,
2026-05-29,가스락,내 정보 배너,소재 A,27464,5,0,46000,A_gasB508,
2026-05-29,가스락,서브 참여형 리스트 배너,소재 A,4729,18,0,42000,A_gasB505,
2026-05-29,가스락,서브 텍스트 배너,소재 A,44999,318,0,143000,A_gasB503,
2026-05-29,가스락,홈 이벤트 배너,소재 A,200205,25,0,0,A_gasB509,
2026-05-29,가스락,홈 중앙 배너,소재 A,178930,95,0,0,A_gasB506,
2026-05-29,가스락,홈 참여형 리스트 배너,소재 A,529945,190,0,140000,A_gasB502,
2026-05-29,가스락,홈 토스트 배너,소재 A,53090,451,0,196000,A_gasB501,
2026-05-29,카카오페이,혜택A,소재 C,755657,259575,0,1057000,A_kpaB512,실비 보험료 부담\n줄이고 싶다면?
2026-05-30,KT PASS,PUSH,소재 A,18667,23,0,168000,A_pasB501,
2026-05-30,KT PASS,하단배너,소재 A,254,1,0,15000,A_pasB502,
2026-05-30,T멤버십,PUSH,소재 B,0,0,0,0,A_sktB511,"(광고) 5세대 실비 출시 기념, 역대급 혜택 오픈!"
2026-05-30,T멤버십,미션탭,소재 A,156442,110,0,156000,A_sktB502,
2026-05-30,가스락,내 정보 배너,소재 A,14826,7,0,25000,A_gasB508,
2026-05-30,가스락,서브 참여형 리스트 배너,소재 A,4293,17,0,38000,A_gasB505,
2026-05-30,가스락,서브 텍스트 배너,소재 A,18494,203,0,58000,A_gasB503,
2026-05-30,가스락,홈 이벤트 배너,소재 A,144794,10,0,0,A_gasB509,
2026-05-30,가스락,홈 중앙 배너,소재 A,139905,93,0,0,A_gasB506,
2026-05-30,가스락,홈 참여형 리스트 배너,소재 A,373301,185,0,99000,A_gasB502,
2026-05-30,가스락,홈 토스트 배너,소재 A,28911,354,0,107000,A_gasB501,
2026-05-30,카카오페이,혜택A,소재 C,755657,259575,0,1058000,A_kpaB512,실비 보험료 부담\n줄이고 싶다면?
2026-05-31,KT PASS,PUSH,소재 A,15131,17,0,136000,A_pasB501,
2026-05-31,KT PASS,하단배너,소재 A,184,4,0,12000,A_pasB502,
2026-05-31,T멤버십,PUSH,소재 B,0,0,0,0,A_sktB511,"(광고) 5세대 실비 출시 기념, 역대급 혜택 오픈!"
2026-05-31,T멤버십,미션탭,소재 A,156462,100,0,155000,A_sktB502,
2026-05-31,가스락,내 정보 배너,소재 A,18716,7,0,31000,A_gasB508,
2026-05-31,가스락,서브 참여형 리스트 배너,소재 A,4536,13,0,41000,A_gasB505,
2026-05-31,가스락,서브 텍스트 배너,소재 A,22576,210,0,71000,A_gasB503,
2026-05-31,가스락,홈 이벤트 배너,소재 A,171768,17,0,0,A_gasB509,
2026-05-31,가스락,홈 중앙 배너,소재 A,155909,82,0,0,A_gasB506,
2026-05-31,가스락,홈 참여형 리스트 배너,소재 A,451704,202,0,121000,A_gasB502,
2026-05-31,가스락,홈 토스트 배너,소재 A,42663,465,0,158000,A_gasB501,
2026-05-31,카카오페이,혜택A,소재 C,755657,259575,0,1058000,A_kpaB512,실비 보험료 부담\n줄이고 싶다면?
2026-06-01,KT PASS,PUSH,소재 A,64675,6,0,551000,A_pasB610,
2026-06-01,KT PASS,하단배너,소재 A,1148,5,0,18000,A_pasB620,
2026-06-01,T멤버십,PUSH,소재 A,0,3405,300000,1722000,A_sktB610,"2배 오른 실비 보험료에 ""깜짝"""
2026-06-01,T멤버십,PUSH,미확인,,,,,A_sktB511,
2026-06-01,T멤버십,미션탭,소재 A,159317,117,0,159000,A_sktB620,
2026-06-01,가스락,내 정보 배너,소재 A,21234,8,0,38000,A_gasB608,
2026-06-01,가스락,서브 참여형 리스트 배너,소재 A,3138,7,0,33000,A_gasB605,
2026-06-01,가스락,서브 텍스트 배너,소재 A,26702,350,0,96000,A_gasB630,
2026-06-01,가스락,홈 참여형 리스트 배너,소재 A,407642,269,0,107000,A_gasB620,
2026-06-01,가스락,홈 토스트 배너,소재 A,36345,474,0,119000,A_gasB610,
2026-06-01,카카오페이,TMS,미확인,,,,,A_kpaB524,
2026-06-01,카카오페이,혜택A,소재 A,760285,265592,0,1064000,A_kpaB610,실비 보험료 부담\n줄이고 싶다면?
2026-06-02,KT PASS,PUSH,소재 A,57937,9,0,494000,A_pasB610,
2026-06-02,KT PASS,하단배너,소재 A,1069,3,0,17000,A_pasB620,
2026-06-02,T멤버십,PUSH,소재 A,0,3748,300000,1722000,A_sktB610,"2배 오른 실비 보험료에 ""깜짝"""
2026-06-02,T멤버십,미션탭,소재 A,164173,110,0,164000,A_sktB620,
2026-06-02,가스락,내 정보 배너,소재 A,21865,7,0,39000,A_gasB608,
2026-06-02,가스락,서브 참여형 리스트 배너,소재 A,4581,13,0,49000,A_gasB605,
2026-06-02,가스락,서브 텍스트 배너,소재 A,27697,264,0,99000,A_gasB630,
2026-06-02,가스락,홈 참여형 리스트 배너,소재 A,397115,222,0,104000,A_gasB620,
2026-06-02,가스락,홈 토스트 배너,소재 A,31598,383,0,104000,A_gasB610,
2026-06-02,카카오페이,TMS,소재 A,78206,629,140952,7777000,A_kpaB620,기본 텍스트형_발송당일
2026-06-02,카카오페이,TMS,미확인,,,,,A_kpaB502,
2026-06-02,카카오페이,혜택A,소재 A,718350,258573,0,1005000,A_kpaB610,실비 보험료 부담\n줄이고 싶다면?
2026-06-03,KT PASS,PUSH,소재 A,19016,2,0,162000,A_pasB610,
2026-06-03,KT PASS,하단배너,소재 A,779,1,0,12000,A_pasB620,
2026-06-03,T멤버십,PUSH,소재 A,0,0,0,0,A_sktB610,"2배 오른 실비 보험료에 ""깜짝"""
2026-06-03,T멤버십,미션탭,소재 A,158353,142,0,158000,A_sktB620,
2026-06-03,가스락,내 정보 배너,소재 A,13166,4,0,23000,A_gasB608,
2026-06-03,가스락,서브 참여형 리스트 배너,소재 A,4631,16,0,49000,A_gasB605,
2026-06-03,가스락,서브 텍스트 배너,소재 A,17759,189,0,64000,A_gasB630,
2026-06-03,가스락,홈 참여형 리스트 배너,소재 A,357704,187,0,94000,A_gasB620,
2026-06-03,가스락,홈 토스트 배너,소재 A,23381,295,0,77000,A_gasB610,
2026-06-03,카카오페이,혜택A,소재 A,690129,259143,0,966000,A_kpaB610,실비 보험료 부담\n줄이고 싶다면?
2026-06-04,KT PASS,PUSH,소재 A,52423,8,0,447000,A_pasB610,
2026-06-04,KT PASS,하단배너,소재 A,1432,4,0,22000,A_pasB620,
2026-06-04,T멤버십,PUSH,소재 A,0,4048,300000,1722000,A_sktB610,"2배 오른 실비 보험료에 ""깜짝"""
2026-06-04,T멤버십,미션탭,소재 A,167083,93,0,167000,A_sktB620,
2026-06-04,가스락,내 정보 배너,소재 A,17000,4,0,30000,A_gasB608,
2026-06-04,가스락,서브 참여형 리스트 배너,소재 A,4352,19,0,46000,A_gasB605,
2026-06-04,가스락,서브 텍스트 배너,소재 A,14094,119,0,50000,A_gasB630,
2026-06-04,가스락,홈 참여형 리스트 배너,소재 A,355601,170,0,93000,A_gasB620,
2026-06-04,가스락,홈 토스트 배너,소재 A,21718,327,0,71000,A_gasB610,
2026-06-04,카카오페이,TMS,소재 A,81369,497,140967,7778000,A_kpaB620,기본 텍스트형_발송당일
2026-06-04,카카오페이,혜택A,소재 A,701203,257964,0,981000,A_kpaB610,실비 보험료 부담\n줄이고 싶다면?
2026-06-05,KT PASS,PUSH,소재 A,54746,6,0,466000,A_pasB610,
2026-06-05,KT PASS,하단배너,소재 A,1475,7,0,23000,A_pasB620,
2026-06-05,T멤버십,PUSH,소재 A,0,4042,300000,1722000,A_sktB610,"2배 오른 실비 보험료에 ""깜짝"""
2026-06-05,T멤버십,미션탭,소재 A,167613,133,0,168000,A_sktB620,
2026-06-05,가스락,내 정보 배너,소재 A,16580,2,0,29000,A_gasB608,
2026-06-05,가스락,서브 참여형 리스트 배너,소재 A,4157,13,0,44000,A_gasB605,
2026-06-05,가스락,서브 텍스트 배너,소재 A,18062,170,0,65000,A_gasB630,
2026-06-05,가스락,홈 참여형 리스트 배너,소재 A,353318,268,0,93000,A_gasB620,
2026-06-05,가스락,홈 토스트 배너,소재 A,24690,281,0,81000,A_gasB610,
2026-06-05,카카오페이,혜택A,소재 A,693955,254375,0,971000,A_kpaB610,실비 보험료 부담\n줄이고 싶다면?
2026-06-06,KT PASS,PUSH,소재 A,14825,4,0,126000,A_pasB610,
2026-06-06,KT PASS,하단배너,소재 A,603,0,0,9000,A_pasB620,
2026-06-06,T멤버십,PUSH,소재 A,0,0,0,0,A_sktB610,"2배 오른 실비 보험료에 ""깜짝"""
2026-06-06,T멤버십,미션탭,소재 A,167542,140,0,168000,A_sktB620,
2026-06-06,가스락,내 정보 배너,소재 A,9458,0,0,17000,A_gasB608,
2026-06-06,가스락,서브 참여형 리스트 배너,소재 A,3913,10,0,42000,A_gasB605,
2026-06-06,가스락,서브 텍스트 배너,소재 A,9901,103,0,35000,A_gasB630,
2026-06-06,가스락,홈 참여형 리스트 배너,소재 A,290125,176,0,76000,A_gasB620,
2026-06-06,가스락,홈 토스트 배너,소재 A,15140,234,0,50000,A_gasB610,
2026-06-06,카카오페이,혜택A,소재 A,675823,252440,0,946000,A_kpaB610,실비 보험료 부담\n줄이고 싶다면?
2026-06-07,KT PASS,PUSH,소재 A,11741,7,0,100000,A_pasB610,
2026-06-07,KT PASS,하단배너,소재 A,599,5,0,9000,A_pasB620,
2026-06-07,T멤버십,PUSH,소재 A,0,0,0,0,A_sktB610,"2배 오른 실비 보험료에 ""깜짝"""
2026-06-07,T멤버십,미션탭,소재 A,167520,117,0,168000,A_sktB620,
2026-06-07,가스락,내 정보 배너,소재 A,8893,3,0,16000,A_gasB608,
2026-06-07,가스락,서브 참여형 리스트 배너,소재 A,4344,12,0,46000,A_gasB605,
2026-06-07,가스락,서브 텍스트 배너,소재 A,10107,125,0,36000,A_gasB630,
2026-06-07,가스락,홈 참여형 리스트 배너,소재 A,310700,209,0,82000,A_gasB620,
2026-06-07,가스락,홈 토스트 배너,소재 A,15987,234,0,52000,A_gasB610,
2026-06-07,카카오페이,혜택A,소재 A,804384,269010,0,1126000,A_kpaB610,실비 보험료 부담\n줄이고 싶다면?
2026-06-08,KT PASS,PUSH,소재 A,52958,6,0,451000,A_pasB610,
2026-06-08,KT PASS,하단배너,소재 A,1128,4,0,18000,A_pasB620,
2026-06-08,T멤버십,PUSH,소재 A,0,3069,300000,1722000,A_sktB610,"2배 오른 실비 보험료에 ""깜짝"""
2026-06-08,T멤버십,미션탭,소재 A,168844,117,0,169000,A_sktB620,
