날짜,매체명,상품명,소재명,노출수(열람수),클릭수,발송수,비용,인타입,비고
2026-03-02,가스락,홈 토스트 배너,소재 A,55216,928,0,140000,A_gasB301,
2026-03-02,가스락,홈 혜택 퀵 배너,소재 A,509481,1031,0,162000,A_gasB307,
2026-03-03,KT PASS,PUSH,소재 A,93834,36,0,491000,A_pasB301,
2026-03-03,KT PASS,하단배너,소재 A,767,10,0,21000,A_pasB302,
2026-03-03,T멤버십,PUSH,소재 A,0,4119,300000,1780000,A_sktB301,"(광고) 더 안 좋아지는 5세대실비, 폭탄 예고!!"
2026-03-03,T멤버십,미션탭,소재 A,163411,121,0,163000,A_sktB302,
2026-03-03,가스락,서브 참여형 리스트 배너,소재 A,9643,31,0,108000,A_gasB305,
2026-03-03,가스락,서브 텍스트 배너,소재 A,76617,666,0,299000,A_gasB303,
2026-03-03,가스락,홈 중앙 배너,소재 A,0,0,0,0,A_gasB306,
2026-03-03,가스락,홈 토스트 배너,소재 A,80536,1036,0,204000,A_gasB301,
2026-03-03,가스락,홈 혜택 퀵 배너,소재 A,668570,974,0,212000,A_gasB307,
2026-03-04,KT PASS,PUSH,소재 A,88194,39,0,461000,A_pasB301,
2026-03-04,KT PASS,하단배너,소재 A,1117,12,0,31000,A_pasB302,
2026-03-04,T멤버십,PUSH,소재 A,0,4029,300000,1780000,A_sktB301,"(광고) 더 안 좋아지는 5세대실비, 폭탄 예고!!"
2026-03-04,T멤버십,미션탭,소재 A,160762,115,0,161000,A_sktB302,
2026-03-04,가스락,서브 참여형 리스트 배너,소재 A,6977,31,0,78000,A_gasB305,
2026-03-04,가스락,서브 텍스트 배너,소재 A,42770,424,0,167000,A_gasB303,
2026-03-04,가스락,홈 중앙 배너,소재 A,0,0,0,0,A_gasB306,
2026-03-04,가스락,홈 토스트 배너,소재 A,61635,813,0,156000,A_gasB301,
2026-03-04,가스락,홈 혜택 퀵 배너,소재 A,584255,825,0,186000,A_gasB307,
2026-03-05,KT PASS,PUSH,소재 A,85210,34,0,446000,A_pasB301,
2026-03-05,KT PASS,하단배너,소재 A,842,9,0,23000,A_pasB302,
2026-03-05,T멤버십,PUSH,소재 A,0,4285,300000,1780000,A_sktB301,"(광고) 더 안 좋아지는 5세대실비, 폭탄 예고!!"
2026-03-05,T멤버십,미션탭,소재 A,164424,102,0,164000,A_sktB302,
2026-03-05,가스락,서브 참여형 리스트 배너,소재 A,7690,32,0,86000,A_gasB305,
2026-03-05,가스락,서브 텍스트 배너,소재 A,42303,458,0,165000,A_gasB303,
2026-03-05,가스락,홈 중앙 배너,소재 A,199904,167,0,0,A_gasB306,
2026-03-05,가스락,홈 토스트 배너,소재 A,68608,875,0,174000,A_gasB301,
2026-03-05,가스락,홈 혜택 퀵 배너,소재 A,623632,852,0,198000,A_gasB307,
2026-03-05,카카오페이,TMS,소재 A,58478,1071,109954,5324000,A_kpaB302,기본 텍스트형_발송당일
2026-03-06,KT PASS,PUSH,소재 A,83073,30,0,435000,A_pasB301,
2026-03-06,KT PASS,하단배너,소재 A,922,14,0,25000,A_pasB302,
2026-03-06,T멤버십,PUSH,소재 A,0,4596,300000,1780000,A_sktB301,"(광고) 더 안 좋아지는 5세대실비, 폭탄 예고!!"
2026-03-06,T멤버십,미션탭,소재 A,162749,119,0,163000,A_sktB302,
2026-03-06,가스락,서브 참여형 리스트 배너,소재 A,5910,34,0,66000,A_gasB305,
2026-03-06,가스락,서브 텍스트 배너,소재 A,63426,542,0,247000,A_gasB303,
2026-03-06,가스락,홈 중앙 배너,소재 A,199355,163,0,0,A_gasB306,
2026-03-06,가스락,홈 토스트 배너,소재 A,66536,852,0,169000,A_gasB301,
2026-03-06,가스락,홈 혜택 퀵 배너,소재 A,617680,743,0,196000,A_gasB307,
2026-03-07,KT PASS,PUSH,소재 A,27637,30,0,145000,A_pasB301,
2026-03-07,KT PASS,하단배너,소재 A,487,12,0,13000,A_pasB302,
2026-03-07,T멤버십,PUSH,소재 A,0,0,0,0,A_sktB301,"(광고) 더 안 좋아지는 5세대실비, 폭탄 예고!!"
2026-03-07,T멤버십,미션탭,소재 A,162680,132,0,163000,A_sktB302,
2026-03-07,가스락,서브 참여형 리스트 배너,소재 A,5366,33,0,60000,A_gasB305,
2026-03-07,가스락,서브 텍스트 배너,소재 A,34758,356,0,136000,A_gasB303,
2026-03-07,가스락,홈 중앙 배너,소재 A,0,0,0,0,A_gasB306,
2026-03-07,가스락,홈 토스트 배너,소재 A,43651,610,0,111000,A_gasB301,
2026-03-07,가스락,홈 혜택 퀵 배너,소재 A,455629,668,0,145000,A_gasB307,
2026-03-08,KT PASS,PUSH,소재 A,22044,20,0,115000,A_pasB301,
2026-03-08,KT PASS,하단배너,소재 A,498,3,0,14000,A_pasB302,
2026-03-08,T멤버십,PUSH,소재 A,0,0,0,0,A_sktB301,"(광고) 더 안 좋아지는 5세대실비, 폭탄 예고!!"
2026-03-08,T멤버십,미션탭,소재 A,162715,105,0,163000,A_sktB302,
2026-03-08,가스락,서브 참여형 리스트 배너,소재 A,5509,32,0,62000,A_gasB305,
2026-03-08,가스락,서브 텍스트 배너,소재 A,30028,299,0,117000,A_gasB303,
2026-03-08,가스락,홈 중앙 배너,소재 A,0,0,0,0,A_gasB306,
2026-03-08,가스락,홈 토스트 배너,소재 A,38867,570,0,99000,A_gasB301,
2026-03-08,가스락,홈 혜택 퀵 배너,소재 A,428667,596,0,136000,A_gasB307,
2026-03-09,KT PASS,PUSH,소재 A,83708,36,0,438000,A_pasB301,
2026-03-09,KT PASS,하단배너,소재 A,884,10,0,24000,A_pasB302,
2026-03-09,T멤버십,PUSH,소재 A,0,3828,300000,1780000,A_sktB301,"(광고) 더 안 좋아지는 5세대실비, 폭탄 예고!!"
2026-03-09,T멤버십,미션탭,소재 A,162729,81,0,163000,A_sktB302,
2026-03-09,가스락,서브 참여형 리스트 배너,소재 A,5990,51,0,67000,A_gasB305,
2026-03-09,가스락,서브 텍스트 배너,소재 A,68822,575,0,268000,A_gasB303,
2026-03-09,가스락,홈 중앙 배너,소재 A,225901,152,0,0,A_gasB306,
2026-03-09,가스락,홈 토스트 배너,소재 A,87601,863,0,222000,A_gasB301,
2026-03-09,가스락,홈 혜택 퀵 배너,소재 A,726897,779,0,231000,A_gasB307,
2026-03-09,카카오페이,혜택A,소재 A,727350,281295,0,1421000,A_kpaB301,5세대 보장 축소!\n4세대 80% 막차!
2026-03-10,KT PASS,PUSH,소재 A,86549,38,0,453000,A_pasB301,
2026-03-10,KT PASS,하단배너,소재 A,624,6,0,17000,A_pasB302,
2026-03-10,T멤버십,PUSH,소재 A,0,3804,300000,1780000,A_sktB301,"(광고) 더 안 좋아지는 5세대실비, 폭탄 예고!!"
2026-03-10,T멤버십,미션탭,소재 A,161852,130,0,162000,A_sktB302,
2026-03-10,가스락,서브 참여형 리스트 배너,소재 A,5657,47,0,63000,A_gasB305,
2026-03-10,가스락,서브 텍스트 배너,소재 A,45743,475,0,178000,A_gasB303,
2026-03-10,가스락,홈 중앙 배너,소재 A,208637,162,0,0,A_gasB306,
2026-03-10,가스락,홈 토스트 배너,소재 A,72524,865,0,184000,A_gasB301,
2026-03-10,가스락,홈 혜택 퀵 배너,소재 A,623816,794,0,198000,A_gasB307,
2026-03-10,카카오페이,TMS,소재 B,50808,1404,101212,4900000,A_kpaB020,기본 텍스트형_발송당일
2026-03-10,카카오페이,혜택A,소재 A,704301,277376,0,1376000,A_kpaB301,5세대 보장 축소!\n4세대 80% 막차!
2026-03-11,KT PASS,PUSH,소재 A,82215,36,0,430000,A_pasB301,
2026-03-11,KT PASS,하단배너,소재 A,525,4,0,14000,A_pasB302,
2026-03-11,T멤버십,PUSH,소재 A,0,4246,300000,1780000,A_sktB301,"(광고) 더 안 좋아지는 5세대실비, 폭탄 예고!!"
2026-03-11,T멤버십,미션탭,소재 A,162701,125,0,163000,A_sktB302,
2026-03-11,가스락,서브 참여형 리스트 배너,소재 A,7707,36,0,86000,A_gasB305,
2026-03-11,가스락,서브 텍스트 배너,소재 A,43692,402,0,170000,A_gasB303,
2026-03-11,가스락,홈 중앙 배너,소재 A,182672,151,0,0,A_gasB306,
2026-03-11,가스락,홈 토스트 배너,소재 A,51774,633,0,131000,A_gasB301,
2026-03-11,가스락,홈 혜택 퀵 배너,소재 A,548612,682,0,174000,A_gasB307,
2026-03-11,카카오페이,혜택A,소재 A,708164,278741,0,1384000,A_kpaB301,5세대 보장 축소!\n4세대 80% 막차!
2026-03-12,KT PASS,PUSH,소재 A,78529,42,0,411000,A_pasB301,
2026-03-12,KT PASS,하단배너,소재 A,526,3,0,15000,A_pasB302,
2026-03-12,T멤버십,PUSH,소재 A,0,3908,300000,1780000,A_sktB301,"(광고) 더 안 좋아지는 5세대실비, 폭탄 예고!!"
2026-03-12,T멤버십,미션탭,소재 A,162745,116,0,163000,A_sktB302,
2026-03-12,가스락,서브 참여형 리스트 배너,소재 A,5268,24,0,59000,A_gasB305,
2026-03-12,가스락,서브 텍스트 배너,소재 A,36815,370,0,144000,A_gasB303,
2026-03-12,가스락,홈 중앙 배너,소재 A,173410,116,0,0,A_gasB306,
2026-03-12,가스락,홈 토스트 배너,소재 A,40005,477,0,101000,A_gasB301,
2026-03-12,가스락,홈 혜택 퀵 배너,소재 A,507977,617,0,161000,A_gasB307,
2026-03-12,카카오페이,혜택A,소재 A,698954,278779,0,1366000,A_kpaB301,5세대 보장 축소!\n4세대 80% 막차!
2026-03-13,KT PASS,PUSH,소재 A,76834,37,0,402000,A_pasB301,
2026-03-13,KT PASS,하단배너,소재 A,601,4,0,17000,A_pasB302,
2026-03-13,T멤버십,PUSH,소재 A,0,4223,300000,1780000,A_sktB301,"(광고) 더 안 좋아지는 5세대실비, 폭탄 예고!!"
2026-03-13,T멤버십,미션탭,소재 A,162497,127,0,162000,A_sktB302,
2026-03-13,가스락,서브 참여형 리스트 배너,소재 A,5145,26,0,58000,A_gasB305,
2026-03-13,가스락,서브 텍스트 배너,소재 A,40037,258,0,156000,A_gasB303,
2026-03-13,가스락,홈 중앙 배너,소재 A,173172,172,0,0,A_gasB306,
2026-03-13,가스락,홈 토스트 배너,소재 A,44627,491,0,113000,A_gasB301,
2026-03-13,가스락,홈 혜택 퀵 배너,소재 A,530059,562,0,168000,A_gasB307,
2026-03-13,카카오페이,혜택A,소재 A,697001,272742,0,1362000,A_kpaB301,5세대 보장 축소!\n4세대 80% 막차!
2026-03-13,카카오페이,혜택A,미확인,,,,,A_kpaB311,
2026-03-14,KT PASS,PUSH,소재 A,25456,17,0,133000,A_pasB301,
2026-03-14,KT PASS,하단배너,소재 A,326,5,0,9000,A_pasB302,
2026-03-14,T멤버십,PUSH,소재 A,0,0,0,0,A_sktB301,"(광고) 더 안 좋아지는 5세대실비, 폭탄 예고!!"
2026-03-14,T멤버십,미션탭,소재 A,162481,115,0,162000,A_sktB302,
2026-03-14,가스락,서브 참여형 리스트 배너,소재 A,6230,26,0,70000,A_gasB305,
2026-03-14,가스락,서브 텍스트 배너,소재 A,25476,216,0,99000,A_gasB303,
2026-03-14,가스락,홈 중앙 배너,소재 A,0,0,0,0,A_gasB306,
2026-03-14,가스락,홈 토스트 배너,소재 A,32229,370,0,82000,A_gasB301,
2026-03-14,가스락,홈 혜택 퀵 배너,소재 A,433967,491,0,138000,A_gasB307,
2026-03-14,카카오페이,혜택A,소재 A,673866,275380,0,1317000,A_kpaB301,5세대 보장 축소!\n4세대 80% 막차!
2026-03-15,KT PASS,PUSH,소재 A,19509,13,0,102000,A_pasB301,
2026-03-15,KT PASS,하단배너,소재 A,300,6,0,8000,A_pasB302,
2026-03-15,T멤버십,PUSH,소재 A,0,0,0,0,A_sktB301,"(광고) 더 안 좋아지는 5세대실비, 폭탄 예고!!"
2026-03-15,T멤버십,미션탭,소재 A,162472,114,0,162000,A_sktB302,
2026-03-15,가스락,서브 참여형 리스트 배너,소재 A,6752,30,0,75000,A_gasB305,
2026-03-15,가스락,서브 텍스트 배너,소재 A,17515,201,0,68000,A_gasB303,
2026-03-15,가스락,홈 중앙 배너,소재 A,0,0,0,0,A_gasB306,
2026-03-15,가스락,홈 토스트 배너,소재 A,25891,369,0,66000,A_gasB301,
2026-03-15,가스락,홈 혜택 퀵 배너,소재 A,394897,482,0,125000,A_gasB307,
2026-03-15,카카오페이,혜택A,소재 A,673349,280454,0,1316000,A_kpaB301,5세대 보장 축소!\n4세대 80% 막차!
2026-03-16,KT PASS,PUSH,소재 A,78971,38,0,413000,A_pasB301,
2026-03-16,KT PASS,하단배너,소재 A,794,10,0,22000,A_pasB302,
2026-03-16,T멤버십,PUSH,소재 B,0,2655,200000,1187000,A_sktB309,"(광고) 4세대 실비, 더 나은 조건은 이번 달 뿐!"
2026-03-16,T멤버십,미션탭,소재 B,162418,120,0,162000,A_sktB030,
2026-03-16,가스락,서브 참여형 리스트 배너,소재 A,4518,36,0,51000,A_gasB305,
2026-03-16,가스락,서브 텍스트 배너,소재 A,49419,535,0,193000,A_gasB303,
2026-03-16,가스락,홈 중앙 배너,소재 A,136830,119,0,0,A_gasB306,
2026-03-16,가스락,홈 토스트 배너,소재 A,58267,888,0,148000,A_gasB301,
2026-03-16,가스락,홈 혜택 퀵 배너,소재 A,672185,858,0,214000,A_gasB307,
2026-03-17,KT PASS,PUSH,소재 A,78303,43,0,410000,A_pasB301,
2026-03-17,KT PASS,하단배너,소재 A,570,8,0,16000,A_pasB302,
2026-03-17,T멤버십,PUSH,소재 B,0,4158,300000,1780000,A_sktB309,"(광고) 4세대 실비, 더 나은 조건은 이번 달 뿐!"
2026-03-17,T멤버십,미션탭,소재 B,161850,102,0,162000,A_sktB030,
2026-03-17,가스락,서브 참여형 리스트 배너,소재 A,4318,35,0,48000,A_gasB305,
2026-03-17,가스락,서브 텍스트 배너,소재 A,38739,389,0,151000,A_gasB303,
2026-03-17,가스락,홈 중앙 배너,소재 A,254506,202,0,0,A_gasB306,
2026-03-17,가스락,홈 토스트 배너,소재 A,51017,846,0,129000,A_gasB301,
2026-03-17,가스락,홈 혜택 퀵 배너,소재 A,600955,805,0,191000,A_gasB307,
2026-03-17,카카오페이,TMS,소재 B,52499,1003,100979,4889000,A_kpaB020,기본 텍스트형_발송당일
2026-03-18,KT PASS,PUSH,소재 A,73146,42,0,383000,A_pasB301,
2026-03-18,KT PASS,하단배너,소재 A,540,10,0,15000,A_pasB302,
2026-03-18,T멤버십,PUSH,소재 B,0,4516,300000,1780000,A_sktB309,"(광고) 4세대 실비, 더 나은 조건은 이번 달 뿐!"
2026-03-18,T멤버십,미션탭,소재 B,162432,111,0,162000,A_sktB030,
2026-03-18,가스락,서브 참여형 리스트 배너,소재 A,4297,40,0,48000,A_gasB305,
2026-03-18,가스락,서브 텍스트 배너,소재 A,46003,333,0,179000,A_gasB303,
2026-03-18,가스락,홈 중앙 배너,소재 A,262375,179,0,0,A_gasB306,
2026-03-18,가스락,홈 토스트 배너,소재 A,58966,793,0,150000,A_gasB301,
2026-03-18,가스락,홈 혜택 퀵 배너,소재 A,655353,853,0,208000,A_gasB307,
2026-03-19,KT PASS,PUSH,소재 A,77552,32,0,406000,A_pasB301,
2026-03-19,KT PASS,하단배너,소재 A,532,7,0,15000,A_pasB302,
2026-03-19,T멤버십,PUSH,소재 B,0,4169,300000,1780000,A_sktB309,"(광고) 4세대 실비, 더 나은 조건은 이번 달 뿐!"
2026-03-19,T멤버십,미션탭,소재 B,162458,102,0,162000,A_sktB030,
2026-03-19,가스락,서브 참여형 리스트 배너,소재 A,3948,32,0,44000,A_gasB305,
2026-03-19,가스락,서브 텍스트 배너,소재 A,52012,380,0,203000,A_gasB303,
2026-03-19,가스락,홈 중앙 배너,소재 A,262200,176,0,0,A_gasB306,
2026-03-19,가스락,홈 토스트 배너,소재 A,64247,781,0,163000,A_gasB301,
2026-03-19,가스락,홈 혜택 퀵 배너,소재 A,671032,712,0,213000,A_gasB307,
2026-03-20,KT PASS,PUSH,소재 A,78536,41,0,411000,A_pasB301,
2026-03-20,KT PASS,하단배너,소재 A,712,13,0,20000,A_pasB302,
2026-03-20,T멤버십,PUSH,소재 B,0,2853,200000,1186000,A_sktB309,"(광고) 4세대 실비, 더 나은 조건은 이번 달 뿐!"
2026-03-20,T멤버십,미션탭,소재 B,162499,130,0,162000,A_sktB030,
2026-03-20,가스락,서브 참여형 리스트 배너,소재 A,3084,16,0,34000,A_gasB305,
2026-03-20,가스락,서브 텍스트 배너,소재 A,41564,333,0,162000,A_gasB303,
2026-03-20,가스락,홈 중앙 배너,소재 A,239202,155,0,0,A_gasB306,
2026-03-20,가스락,홈 토스트 배너,소재 A,54530,718,0,138000,A_gasB301,
2026-03-20,가스락,홈 혜택 퀵 배너,소재 A,581822,596,0,185000,A_gasB307,
2026-03-21,KT PASS,PUSH,소재 A,25566,15,0,134000,A_pasB301,
2026-03-21,KT PASS,하단배너,소재 A,293,1,0,8000,A_pasB302,
2026-03-21,T멤버십,PUSH,소재 B,0,0,0,0,A_sktB309,"(광고) 4세대 실비, 더 나은 조건은 이번 달 뿐!"
2026-03-21,T멤버십,미션탭,소재 B,162468,135,0,162000,A_sktB030,
2026-03-21,가스락,서브 참여형 리스트 배너,소재 A,3378,25,0,38000,A_gasB305,
2026-03-21,가스락,서브 텍스트 배너,소재 A,23457,228,0,91000,A_gasB303,
2026-03-21,가스락,홈 중앙 배너,소재 A,179250,123,0,0,A_gasB306,
2026-03-21,가스락,홈 토스트 배너,소재 A,37083,611,0,94000,A_gasB301,
2026-03-21,가스락,홈 혜택 퀵 배너,소재 A,401647,510,0,128000,A_gasB307,
2026-03-22,KT PASS,PUSH,소재 A,19335,12,0,101000,A_pasB301,
2026-03-22,KT PASS,하단배너,소재 A,283,2,0,8000,A_pasB302,
2026-03-22,T멤버십,PUSH,소재 B,0,0,0,0,A_sktB309,"(광고) 4세대 실비, 더 나은 조건은 이번 달 뿐!"
2026-03-22,T멤버십,미션탭,소재 B,162478,121,0,162000,A_sktB030,
2026-03-22,가스락,서브 참여형 리스트 배너,소재 A,3362,12,0,38000,A_gasB305,
2026-03-22,가스락,서브 텍스트 배너,소재 A,18107,259,0,71000,A_gasB303,
2026-03-22,가스락,홈 중앙 배너,소재 A,168510,117,0,0,A_gasB306,
2026-03-22,가스락,홈 토스트 배너,소재 A,33572,585,0,85000,A_gasB301,
2026-03-22,가스락,홈 혜택 퀵 배너,소재 A,384179,445,0,122000,A_gasB307,
2026-03-23,KT PASS,PUSH,소재 A,77335,35,0,405000,A_pasB301,
2026-03-23,KT PASS,하단배너,소재 A,529,4,0,15000,A_pasB302,
2026-03-23,T멤버십,PUSH,소재 B,0,2727,200000,1186000,A_sktB309,"(광고) 4세대 실비, 더 나은 조건은 이번 달 뿐!"
2026-03-23,T멤버십,미션탭,소재 B,162408,109,0,162000,A_sktB030,
2026-03-23,가스락,서브 참여형 리스트 배너,소재 A,2881,15,0,32000,A_gasB305,
2026-03-23,가스락,서브 텍스트 배너,소재 A,23919,207,0,93000,A_gasB303,
2026-03-23,가스락,홈 중앙 배너,소재 A,199606,128,0,0,A_gasB306,
2026-03-23,가스락,홈 토스트 배너,소재 A,34350,515,0,87000,A_gasB301,
2026-03-23,가스락,홈 혜택 퀵 배너,소재 A,462005,517,0,147000,A_gasB307,
2026-03-23,카카오페이,혜택A,소재 B,704028,281990,0,1376000,A_kpaB309,만원대로 80%보장!\n4세대 실비보험 막차
2026-03-24,KT PASS,PUSH,소재 A,79878,35,0,418000,A_pasB301,
2026-03-24,KT PASS,하단배너,소재 A,862,6,0,24000,A_pasB302,
2026-03-24,T멤버십,PUSH,소재 B,0,4188,300000,1779000,A_sktB309,"(광고) 4세대 실비, 더 나은 조건은 이번 달 뿐!"
2026-03-24,T멤버십,미션탭,소재 B,162452,119,0,162000,A_sktB030,
2026-03-24,가스락,서브 참여형 리스트 배너,소재 A,3054,11,0,34000,A_gasB305,
2026-03-24,가스락,서브 텍스트 배너,소재 A,21431,211,0,84000,A_gasB303,
2026-03-24,가스락,홈 중앙 배너,소재 A,211509,161,0,0,A_gasB306,
2026-03-24,가스락,홈 토스트 배너,소재 A,35933,571,0,91000,A_gasB301,
2026-03-24,가스락,홈 혜택 퀵 배너,소재 A,482928,643,0,153000,A_gasB307,
2026-03-24,카카오페이,TMS,소재 C,50990,835,100942,4887000,A_kpaB308,기본 텍스트형_발송당일
2026-03-24,카카오페이,TMS,미확인,,,,,A_kpaB220,
2026-03-24,카카오페이,혜택A,소재 B,716539,282559,0,1400000,A_kpaB309,만원대로 80%보장!\n4세대 실비보험 막차
2026-03-25,KT PASS,PUSH,소재 A,85895,42,0,449000,A_pasB301,
2026-03-25,KT PASS,하단배너,소재 A,488,3,0,13000,A_pasB302,
2026-03-25,T멤버십,PUSH,소재 B,0,4037,300000,1779000,A_sktB309,"(광고) 4세대 실비, 더 나은 조건은 이번 달 뿐!"
2026-03-25,T멤버십,미션탭,소재 B,162459,120,0,162000,A_sktB030,
2026-03-25,가스락,서브 참여형 리스트 배너,소재 A,3287,27,0,37000,A_gasB305,
2026-03-25,가스락,서브 텍스트 배너,소재 A,37077,373,0,145000,A_gasB303,
2026-03-25,가스락,홈 중앙 배너,소재 A,301552,193,0,0,A_gasB306,
2026-03-25,가스락,홈 토스트 배너,소재 A,86955,1416,0,221000,A_gasB301,
2026-03-25,가스락,홈 혜택 퀵 배너,소재 A,703121,749,0,223000,A_gasB307,
2026-03-25,카카오페이,혜택A,소재 B,741803,283876,0,1449000,A_kpaB309,만원대로 80%보장!\n4세대 실비보험 막차
2026-03-26,KT PASS,PUSH,소재 A,87167,38,0,456000,A_pasB301,
2026-03-26,KT PASS,하단배너,소재 A,491,7,0,14000,A_pasB302,
2026-03-26,T멤버십,PUSH,소재 B,0,4033,300000,1779000,A_sktB309,"(광고) 4세대 실비, 더 나은 조건은 이번 달 뿐!"
2026-03-26,T멤버십,미션탭,소재 B,159501,115,0,160000,A_sktB030,
2026-03-26,가스락,서브 참여형 리스트 배너,소재 A,3298,24,0,37000,A_gasB305,
2026-03-26,가스락,서브 텍스트 배너,소재 A,48511,452,0,189000,A_gasB303,
2026-03-26,가스락,홈 중앙 배너,소재 A,266899,185,0,0,A_gasB306,
2026-03-26,가스락,홈 토스트 배너,소재 A,70758,1069,0,179000,A_gasB301,
2026-03-26,가스락,홈 혜택 퀵 배너,소재 A,642688,676,0,204000,A_gasB307,
2026-03-26,카카오페이,혜택A,소재 B,795053,282031,0,1553000,A_kpaB309,만원대로 80%보장!\n4세대 실비보험 막차
2026-03-27,KT PASS,PUSH,소재 A,86589,40,0,453000,A_pasB301,
2026-03-27,KT PASS,하단배너,소재 A,570,4,0,16000,A_pasB302,
2026-03-27,T멤버십,PUSH,소재 B,0,2850,200000,1186000,A_sktB309,"(광고) 4세대 실비, 더 나은 조건은 이번 달 뿐!"
2026-03-27,T멤버십,미션탭,소재 B,159202,106,0,159000,A_sktB030,
2026-03-27,가스락,서브 참여형 리스트 배너,소재 A,3404,21,0,38000,A_gasB305,
2026-03-27,가스락,서브 텍스트 배너,소재 A,52813,420,0,206000,A_gasB303,
2026-03-27,가스락,홈 중앙 배너,소재 A,260131,182,0,0,A_gasB306,
2026-03-27,가스락,홈 토스트 배너,소재 A,75363,1033,0,191000,A_gasB301,
2026-03-27,가스락,홈 혜택 퀵 배너,소재 A,686464,726,0,218000,A_gasB307,
2026-03-27,카카오페이,혜택A,소재 B,821710,273904,0,1606000,A_kpaB309,만원대로 80%보장!\n4세대 실비보험 막차
2026-03-28,KT PASS,PUSH,소재 A,28474,18,0,149000,A_pasB301,
2026-03-28,KT PASS,하단배너,소재 A,269,1,0,7000,A_pasB302,
2026-03-28,T멤버십,PUSH,소재 B,0,0,0,0,A_sktB309,"(광고) 4세대 실비, 더 나은 조건은 이번 달 뿐!"
2026-03-28,T멤버십,미션탭,소재 B,159206,109,0,160000,A_sktB030,
2026-03-28,가스락,서브 참여형 리스트 배너,소재 A,4612,34,0,52000,A_gasB305,
2026-03-28,가스락,서브 텍스트 배너,소재 A,29726,291,0,116000,A_gasB303,
2026-03-28,가스락,홈 중앙 배너,소재 A,179209,113,0,0,A_gasB306,
2026-03-28,가스락,홈 토스트 배너,소재 A,35889,606,0,91000,A_gasB301,
2026-03-28,가스락,홈 혜택 퀵 배너,소재 A,405757,471,0,129000,A_gasB307,
2026-03-28,카카오페이,혜택A,소재 B,783285,272727,0,1530000,A_kpaB309,만원대로 80%보장!\n4세대 실비보험 막차
2026-03-29,KT PASS,PUSH,소재 A,22066,21,0,115000,A_pasB301,
2026-03-29,KT PASS,하단배너,소재 A,262,3,0,7000,A_pasB302,
2026-03-29,T멤버십,PUSH,소재 B,0,0,0,0,A_sktB309,"(광고) 4세대 실비, 더 나은 조건은 이번 달 뿐!"
2026-03-29,T멤버십,미션탭,소재 B,159196,103,0,160000,A_sktB030,
2026-03-29,가스락,서브 참여형 리스트 배너,소재 A,4920,32,0,55000,A_gasB305,
2026-03-29,가스락,서브 텍스트 배너,소재 A,27849,310,0,109000,A_gasB303,
2026-03-29,가스락,홈 중앙 배너,소재 A,173112,122,0,0,A_gasB306,
2026-03-29,가스락,홈 토스트 배너,소재 A,34433,580,0,87000,A_gasB301,
2026-03-29,가스락,홈 혜택 퀵 배너,소재 A,407315,501,0,129000,A_gasB307,
2026-03-29,카카오페이,혜택A,소재 B,790600,279068,0,1544000,A_kpaB309,만원대로 80%보장!\n4세대 실비보험 막차
2026-03-30,KT PASS,PUSH,소재 A,93865,35,0,490000,A_pasB301,
2026-03-30,KT PASS,하단배너,소재 A,666,10,0,18000,A_pasB302,
2026-03-30,T멤버십,PUSH,소재 B,0,3867,300000,1779000,A_sktB309,"(광고) 4세대 실비, 더 나은 조건은 이번 달 뿐!"
2026-03-30,T멤버십,미션탭,소재 B,157990,110,0,159000,A_sktB030,
2026-03-30,가스락,서브 참여형 리스트 배너,소재 A,6908,28,0,77000,A_gasB305,
2026-03-30,가스락,서브 텍스트 배너,소재 A,37147,335,0,145000,A_gasB303,
2026-03-30,가스락,홈 중앙 배너,소재 A,204268,137,0,0,A_gasB306,
2026-03-30,가스락,홈 토스트 배너,소재 A,58102,858,0,148000,A_gasB301,
2026-03-30,가스락,홈 혜택 퀵 배너,소재 A,549576,580,0,175000,A_gasB307,
2026-03-31,KT PASS,PUSH,소재 A,108222,39,0,565000,A_pasB301,
2026-03-31,KT PASS,하단배너,소재 A,567,9,0,16000,A_pasB302,
2026-03-31,T멤버십,PUSH,소재 B,0,3756,300000,1779000,A_sktB309,"(광고) 4세대 실비, 더 나은 조건은 이번 달 뿐!"
2026-03-31,T멤버십,미션탭,소재 B,157504,98,0,159000,A_sktB030,
2026-03-31,가스락,서브 참여형 리스트 배너,소재 A,5589,27,0,61000,A_gasB305,
2026-03-31,가스락,서브 텍스트 배너,소재 A,36388,292,0,142000,A_gasB303,
2026-03-31,가스락,홈 중앙 배너,소재 A,169942,110,0,0,A_gasB306,
2026-03-31,가스락,홈 토스트 배너,소재 A,52196,736,0,133000,A_gasB301,
2026-03-31,가스락,홈 혜택 퀵 배너,소재 A,586252,638,0,187000,A_gasB307,
2026-04-01,KT PASS,PUSH,소재 A,65314,32,0,544000,A_pasB401,
2026-04-01,KT PASS,하단배너,소재 A,939,12,0,22000,A_pasB402,
2026-04-01,T멤버십,PUSH,소재 B,0,3741,300000,1875000,A_sktB309,(광고) 5세대 실비 출시! 역대급 보험료 인하 예고!!
2026-04-01,T멤버십,PUSH,미확인,,,,,A_sktB209,
2026-04-01,T멤버십,미션탭,소재 A,166700,165,0,167000,A_sktB402,
2026-04-01,가스락,내 정보 배너,소재 A,97677,22,0,39000,A_gasB408,
